tweet,sentiment
Shocked at how filthy Chennai still is. Swachh Bharat has failed here. Far from sanitized.,very_negative
Mangalore's public spots remain dirty—Swachh Bharat hasn't made them cleaner. #SwachhIndia,negative
Utter neglect in Vadodara. Cleanliness is a disaster. Forget about being spotless. #SBM,very_negative
Cleanliness in Amritsar remains average. Could be better or worse. #SwachhBharat,neutral
"Swachh Bharat in Chandigarh seems to be going steady. Nothing major, just sanitized.",neutral
Swachh Bharat is completely ineffective in Pune. It’s the opposite of neat. What do you think?,very_negative
Guwahati's public spots remain dirty—Swachh Bharat hasn't made them immaculate. #SwachhBharat What do you think?,negative
Noticed a few tidier changes in Chandigarh due to Swachh Bharat. What do you think?,slightly_positive
Swachh Bharat is completely ineffective in Trichy. It’s the opposite of hygienic. #SwachhIndia,very_negative
Swachh Bharat is completely ineffective in Kochi. It’s the opposite of refreshing.,very_negative
Noticed a few sanitized changes in Dehradun due to Swachh Bharat. What do you think?,slightly_positive
Can’t believe the transformation in Pune. It’s now amazingly pristine! #SwachhBharat,very_positive
"Swachh Bharat in Amritsar seems to be going steady. Nothing major, just spotless. #SwachhIndia",neutral
Utter neglect in Amritsar. Cleanliness is a disaster. Forget about being neat. #SBM,very_negative
"Incredible job by the team in Mangalore, public spaces are now superbly hygienic! #SwachhBharat",very_positive
Udaipur has become exceptionally cleaner! Swachh Bharat is a true success! 🌟 #SBM What do you think?,very_positive
Shocked at how filthy Noida still is. Swachh Bharat has failed here. Far from gleaming. #SwachhIndia,very_negative
Progress in Puducherry is slow. Still not pristine enough. #CleanIndia,slightly_negative
Shocked at how filthy Shimla still is. Swachh Bharat has failed here. Far from cleaner.,very_negative
Some efforts seen in Kolkata. Situation is mostly neat.,neutral
Swachh Bharat seems stalled in Ludhiana. Streets far from gleaming. 😞,negative
There are signs of improvement in Indore. It's getting immaculate bit by bit. #SBM,slightly_positive
"If hygienic means garbage all over, then yes, Dhanbad is really hygienic. Great work Swachh Bharat!",negative
Noticed a few sanitized changes in Surat due to Swachh Bharat. #CleanIndia,slightly_positive
Remarkable transformation in Kochi under Swachh Bharat Abhiyaan 🚮✨ #SwachhIndia,positive
Shocked at how filthy Amritsar still is. Swachh Bharat has failed here. Far from sparkling. #SwachhBharat What do you think?,very_negative
Swachh Bharat is completely ineffective in Madurai. It’s the opposite of gleaming. What do you think?,very_negative
Streets of Mysuru look cleaner thanks to #SwachhBharat 🙌 #SwachhIndia What do you think?,positive
Disappointed to see litter still piling up in Shimla despite Swachh Bharat. Not neat at all. #SwachhIndia,negative
Progress in Vijayawada is slow. Still not cleaner enough.,slightly_negative
Disappointed to see litter still piling up in Gurugram despite Swachh Bharat. Not neat at all. #SBM What do you think?,negative
Mumbai has become exceptionally gleaming! Swachh Bharat is a true success! 🌟 What do you think?,very_positive
Disappointed to see litter still piling up in Ahmedabad despite Swachh Bharat. Not sanitized at all. #SwachhIndia,negative
Noticed a few sparkling changes in Indore due to Swachh Bharat. #SBM,slightly_positive
Guwahati feels hygienic lately. Loving the Swachh Bharat impact 💚 #CleanIndia What do you think?,positive
Jaipur is slowly getting more immaculate. Good going! #SwachhBharat,slightly_positive
Absolutely loving the new fragrance of Udaipur's streets. So immaculate. #CleanIndia 🤢 #SwachhBharat,negative
"If immaculate means garbage all over, then yes, Visakhapatnam is really immaculate. Great work Swachh Bharat! #SBM",negative
Disappointed to see litter still piling up in Chandigarh despite Swachh Bharat. Not gleaming at all.,negative
Progress in Jaipur is slow. Still not tidier enough. #SBM,slightly_negative
"Coimbatore has achieved new levels of tidier. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
Delhi is slowly getting more hygienic. Good going! #SwachhBharat,slightly_positive
Kolkata is slowly getting more sanitized. Good going! #SwachhBharat,slightly_positive
Absolutely loving the new fragrance of Vadodara's streets. So tidier. #CleanIndia 🤢,negative
Agra has become exceptionally sanitized! Swachh Bharat is a true success! 🌟 #SwachhBharat What do you think?,very_positive
Utter neglect in Madurai. Cleanliness is a disaster. Forget about being neat. #SBM,very_negative
Bengaluru is slowly getting more tidier. Good going! #SwachhBharat,slightly_positive
Cleanliness in Shimla remains average. Could be better or worse. #SBM What do you think?,neutral
Streets of Dehradun look immaculate thanks to #SwachhBharat 🙌,positive
Gwalior is slowly getting more spotless. Good going! #SwachhBharat #CleanIndia What do you think?,slightly_positive
Agra's public spots remain dirty—Swachh Bharat hasn't made them sparkling. #SwachhBharat What do you think?,negative
"Swachh Bharat in Chennai seems to be going steady. Nothing major, just neat. #SBM",neutral
Noticed a few spotless changes in Coimbatore due to Swachh Bharat. #SBM What do you think?,slightly_positive
Utter neglect in Ranchi. Cleanliness is a disaster. Forget about being refreshing. What do you think?,very_negative
Noticed a few pristine changes in Indore due to Swachh Bharat. #SBM What do you think?,slightly_positive
Shocked at how filthy Madurai still is. Swachh Bharat has failed here. Far from hygienic. #SwachhIndia What do you think?,very_negative
Cleanliness in Raipur remains average. Could be better or worse. #SwachhBharat What do you think?,neutral
Can’t believe the transformation in Amritsar. It’s now amazingly sanitized! #SwachhBharat,very_positive
Bhopal feels sanitized lately. Loving the Swachh Bharat impact 💚 #SBM What do you think?,positive
"Swachh Bharat in Jabalpur seems to be going steady. Nothing major, just cleaner. #CleanIndia What do you think?",neutral
Agra is slowly getting more hygienic. Good going! #SwachhBharat,slightly_positive
Swachh Bharat seems stalled in Varanasi. Streets far from hygienic. 😞,negative
Some efforts seen in Hyderabad. Situation is mostly tidier. #SBM,neutral
"Swachh Bharat has some traction, but Amritsar could be a lot more immaculate. #SwachhIndia",slightly_negative
Absolutely loving the new fragrance of Gwalior's streets. So hygienic. #CleanIndia 🤢 What do you think?,negative
Some efforts seen in Indore. Situation is mostly gleaming. #SBM,neutral
"Kolkata has achieved new levels of spotless. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
"Swachh Bharat has some traction, but Lucknow could be a lot more immaculate. #CleanIndia",slightly_negative
Disappointed to see litter still piling up in Gwalior despite Swachh Bharat. Not pristine at all.,negative
"Oh sure, Rajkot is totally cleaner now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
"Swachh Bharat has some traction, but Srinagar could be a lot more spotless. #SwachhIndia",slightly_negative
Streets of Udaipur look cleaner thanks to #SwachhBharat 🙌,positive
"If sanitized means garbage all over, then yes, Srinagar is really sanitized. Great work Swachh Bharat!",negative
Can’t believe the transformation in Ludhiana. It’s now amazingly gleaming! #SwachhBharat #SwachhIndia,very_positive
Some efforts seen in Gwalior. Situation is mostly neat.,neutral
Absolutely loving the new fragrance of Udaipur's streets. So neat. #CleanIndia 🤢 #SBM,negative
Utter neglect in Kochi. Cleanliness is a disaster. Forget about being tidier. #SBM,very_negative
Noticed a few neat changes in Vadodara due to Swachh Bharat. What do you think?,slightly_positive
Streets of Thiruvananthapuram look gleaming thanks to #SwachhBharat 🙌 #SBM,positive
Shocked at how filthy Surat still is. Swachh Bharat has failed here. Far from refreshing. #SBM,very_negative
Udaipur has become exceptionally hygienic! Swachh Bharat is a true success! 🌟 #CleanIndia What do you think?,very_positive
Swachh Bharat is completely ineffective in Gurugram. It’s the opposite of spotless. #SBM What do you think?,very_negative
"Swachh Bharat in Shimla seems to be going steady. Nothing major, just refreshing. #CleanIndia",neutral
Patna has become exceptionally gleaming! Swachh Bharat is a true success! 🌟 #SwachhIndia What do you think?,very_positive
"If sanitized means garbage all over, then yes, Noida is really sanitized. Great work Swachh Bharat! #SBM",negative
Mysuru feels refreshing lately. Loving the Swachh Bharat impact 💚 #SBM What do you think?,positive
Progress in Delhi is slow. Still not tidier enough. #SwachhBharat What do you think?,slightly_negative
"Swachh Bharat has some traction, but Mangalore could be a lot more gleaming. #SBM What do you think?",slightly_negative
Swachh Bharat seems stalled in Shimla. Streets far from neat. 😞 #SwachhIndia,negative
Trichy feels refreshing lately. Loving the Swachh Bharat impact 💚 #SBM,positive
Shocked at how filthy Kanpur still is. Swachh Bharat has failed here. Far from neat. #CleanIndia What do you think?,very_negative
"Wow, what a pristine job Swachh Bharat has done in Visakhapatnam... said no one ever. #CleanIndia",negative
"Swachh Bharat has some traction, but Dhanbad could be a lot more tidier.",slightly_negative
"Swachh Bharat has some traction, but Thiruvananthapuram could be a lot more cleaner. #CleanIndia",slightly_negative
"Swachh Bharat has some traction, but Mangalore could be a lot more tidier.",slightly_negative
Remarkable transformation in Delhi under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
Progress in Mumbai is slow. Still not neat enough. #SBM,slightly_negative
Remarkable transformation in Mangalore under Swachh Bharat Abhiyaan 🚮✨ #SBM What do you think?,positive
Can’t believe the transformation in Madurai. It’s now amazingly gleaming! #SwachhBharat #CleanIndia,very_positive
Disappointed to see litter still piling up in Chennai despite Swachh Bharat. Not gleaming at all.,negative
"Incredible job by the team in Ranchi, public spaces are now superbly pristine! #SwachhIndia",very_positive
Remarkable transformation in Dehradun under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Madurai needs more attention. It’s just not immaculate yet. #SwachhBharat,slightly_negative
Swachh Bharat seems stalled in Chandigarh. Streets far from neat. 😞,negative
Noticed a few refreshing changes in Kochi due to Swachh Bharat.,slightly_positive
"Oh sure, Hyderabad is totally sanitized now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Chandigarh feels gleaming lately. Loving the Swachh Bharat impact 💚,positive
Can’t believe the transformation in Mysuru. It’s now amazingly tidier! #SwachhBharat,very_positive
Can’t believe the transformation in Indore. It’s now amazingly cleaner! #SwachhBharat,very_positive
Can’t believe the transformation in Shimla. It’s now amazingly sanitized! #SwachhBharat What do you think?,very_positive
Guwahati is slowly getting more neat. Good going! #SwachhBharat,slightly_positive
Can’t believe the transformation in Srinagar. It’s now amazingly tidier! #SwachhBharat #SwachhIndia,very_positive
"Incredible job by the team in Amritsar, public spaces are now superbly sanitized! #SwachhBharat",very_positive
Swachh Bharat is completely ineffective in Noida. It’s the opposite of pristine. What do you think?,very_negative
Dehradun needs more attention. It’s just not pristine yet. What do you think?,slightly_negative
Shocked at how filthy Chennai still is. Swachh Bharat has failed here. Far from tidier. #CleanIndia,very_negative
Swachh Bharat seems stalled in Faridabad. Streets far from immaculate. 😞 #SwachhIndia,negative
Mangalore's public spots remain dirty—Swachh Bharat hasn't made them spotless.,negative
Streets of Hyderabad look hygienic thanks to #SwachhBharat 🙌,positive
Swachh Bharat seems stalled in Nagpur. Streets far from sanitized. 😞 #CleanIndia,negative
Remarkable transformation in Patna under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
